collegeID,Institute Name,Address,Contact Info,email,College Type,locality_type,description,year of establishment,landarea,placement avg,placement median,phone number,fax number,website,state,nirfRanking,gender_ratio
67d46f0f7ee10606e96d058b,"National Institute of Technology, Srinagar","HAZRATBAL, SRINAGAR, JAMMU and KASHMIR 190 006, INDIA",Phone: 91-194-2422032Fax: 91-194-2420475Website: https://nitsri.ac.in,deanacadaffairs@nitsri.ac.in,public,urban,"""## National Institute of Technology, Srinagar

### Overview

National Institute of Technology Srinagar (NIT Srinagar or NITSRI) is a public technical university located in Srinagar, Jammu and Kashmir, India. It is one of the 31 National Institutes of Technology (NITs) and as such is directly under the control of the Ministry of Education (MoE). It was established in 1960 as one of several Regional Engineering Colleges established as part of the Second Five Year Plan (1956–61) by the Government of India. It is governed by the National Institutes of Technology Act, 2007 which has declared it as Institute of National Importance. NIT Srinagar admits its undergraduate students through Joint Entrance Examination (Mains), previously AIEEE. It has 12 academic departments covering Engineering, Applied Sciences, Humanities and Social Sciences programs. Also, the medium of instruction is English. Prof. Binod Kumar Kanuajia is an academic administrator currently serving as the director of the National Institute of Technology Srinagar. He is known for his contributions to the field of education, as well as his leadership in advancing the educational and research initiatives at NIT Srinagar NIT Srinagar was established in 1960 as the Regional Engineering College, Srinagar. The first chairman was Wajahat Habibullah IAS (2004–2014). It was one of the first eight Regional Engineering Colleges established by Government of India during the first Five Year Plan.[citation needed] The institute shifted to its present campus in 1965. The Regional Engineering College, Srinagar was upgraded to become the National Institute of Technology, Srinagar in July, 2003. In the same year, the institution was granted Deemed University status with the approval of the University Grants Commission, All India Council of Technical Education and the Government of India.

### Additional Information

On 15 August 2007, it became an Institute of National Importance under the NIT Bill passed by the parliament of India. The institute is located on the western bank of Dal Lake near the Hazratbal Shrine in the north eastern region of the Srinagar city. The institute is located 23 km from the Srinagar International Airport and 13 km from Srinagar railway station.""",1946,185,49,71,911942422032,911942420475,https://nitsri.ac.in,Jammu and Kashmir,180,0.3711683590281569
67d46f0f7ee10606e96d058c,"National Institute of Technology, Tiruchirappalli","Tanjore Main Road, National Highway 67, Tiruchirappalli - 620015, Tamil Nadu, India.",Phone: 91-431-2503931Fax: 91-431-2503930Website: www.nitt.edu,ug@nitt.edu,public,urban,"""## National Institute of Technology, Tiruchirappalli

### Overview

The National Institute of Technology Tiruchirappalli (NIT-Tiruchirappalli or NIT-Trichy) is a national research deemed university near the city of Tiruchirappalli in Tamil Nadu, India. It was founded as Regional Engineering College Tiruchirappalli in 1964 by the governments of India and Tamil Nadu under the affiliation of the University of Madras. The college was granted deemed university status in 2003 with the approval of the University Grants Commission (UGC), the All India Council for Technical Education (AICTE), and the Government of India and renamed the National Institute of Technology Tiruchirappalli. NIT Trichy is recognized as an Institute of National Importance by the Government of India under the National Institutes of Technology, Science Education and Research (NITSER) Act, 2007 and is one of the members of the National Institutes of Technology (NITs) system, a group of centrally funded technical institutes governed by the Council of NITSER. The institute is funded by the Ministry of Education (MoE), Government of India; and focuses exclusively on engineering, management, science, technology, and architecture. The institute offers 10 bachelor's, 42 master's, and 17 doctoral programmes through its 17 academic departments and awards more than 2000 degrees annually. The National Institutional Ranking Framework (NIRF) ranked NIT Trichy first among the NITs for nine consecutive years (2016 to 2024). NIRF also ranked the institute 8 for architecture, 9 for engineering, 51 for management, 31 for research, and 31 overall among the academic institutions in India in 2024. NIT Trichy was titled the Best Industry-Linked NIT in India by the Confederation of Indian Industry in 2015, and University of the Year by the Federation of Indian Chambers of Commerce and Industry in 2017.

### Additional Information

Pandit Jawaharlal Nehru, who was the prime minister of India from 1947 to 1964, wanted India to become a world leader in science and technology. Under his administration, the central government started fourteen regional engineering colleges (RECs) between 1959 and 1965 at several cities in India. The REC at Tiruchirappalli was established in 1964 under the affiliation of the University of Madras, as a co-operative venture between the Government of India and the Government of Tamil Nadu. The founder of the college was Prof. P.S. Manisundaram, a pioneering educationist in India.""",1934,282,24,94,914312503931,914312503930,www.nitt.edu,Tamil Nadu,194,0.5684538327779385
67d46f0f7ee10606e96d058d,"National Institute of Technology, Uttarakhand","NIT Uttarakhand-Srinagar Campus, Srinagar(Garwhal)- 246174",Phone: 91-1346-257474Fax: Website: www.nituk.ac.in,msrawat@nituk.ac.in,public,rural,"""## National Institute of Technology, Uttarakhand

### Overview

The National Institute of Technology Uttarakhand (NIT- Uttarakhand or NIT-UK) is a public technical university in the Indian state of Uttarakhand. It was founded in 2009, as one of the 10 new National Institutes of Technology in India, and is recognised as an Institute of National Importance under The National Institutes Of Technology (Amendment) Act, 2012. It admitted its first batch of students in 2010–11. The Srinagar campus is, Srinagar, Uttarakhand, Pauri Garhwal district. The institute is currently operating from temporary campus located at Srinagar (Garhwal), Uttarakhand. The permanent campus is being built at Sumari, Uttarakhand. NIT, Uttarakhand is Rank-band: 101-150 among the engineering colleges of India by National Institutional Ranking Framework (NIRF) in 2023. Since 2013, the Bachelor of Technology admissions for Indian students were taken through JEE Main The B.Tech. admissions for foreign students are done through Direct Admission of Students Abroad (DASA) Scheme. For admissions to M.Tech./M.Arch./M.Plan. programs, one has to qualify GATE exam & then has to undergo CCMT (Centralized Counselling for M.Tech./M.Arch./M.Plan. Admissions). The university offers degrees in Sciences & Humanities (2010), Computer Science engineering (2010), Electrical and Electronic engineering (2010), Electronics and Communication Engineering (2010), Mechanical Engineering (2012) and Civil Engineering (2013). National Institute of Technology, Uttarakhand is an educational institution with a rich history. The institution provides various academic programs for students. Faculty members at National Institute of Technology, Uttarakhand are dedicated to academic excellence.

### Additional Information

The campus facilities support a variety of student activities. Students at National Institute of Technology, Uttarakhand participate in numerous extracurricular programs. Research is an important component of education at National Institute of Technology, Uttarakhand. The institution strives to maintain high academic standards. Graduates of National Institute of Technology, Uttarakhand have contributed significantly to various fields. The curriculum is designed to prepare students for professional success. The institution maintains partnerships with various industry leaders.""",1965,228,36,35,911346257474,4658882758,www.nituk.ac.in,Uttarakhand,225,0.4673944502349576
67d46f0f7ee10606e96d058e,"National Institute of Technology, Warangal","National Institute of Technology, Warangal, Hanumakonda (Dist.), Telangana - 506004",Phone: 91-870-2462060Fax: 91-870-2459547Website: www.nitw.ac.in,admissions@nitw.ac.in,public,urban,"""## National Institute of Technology, Warangal

### Overview

The National Institute of Technology Warangal (NIT-Warangal or NIT-W) is a public technical and research university located in Warangal, India. It is recognised as an Institute of National Importance by the Government of India. The foundation stone for this institute was laid by then Prime Minister Jawaharlal Nehru on 1959, the first in the chain of 31 NITs (formerly known as RECs) in the country. The institute was renamed as the National Institute of Technology, Warangal in 2002. The Regional Engineering College, Warangal was the first to be established (in 1959) among the chain of 15 Regional Engineering Colleges in the country. The approval of the Government of India to establish one of the RECs meant for the southern region of Warangal was conveyed to the State Government through its letter no .F 11- 5/ 58- T. 5 dated 30 January 1959. The Government of Andhra Pradesh through G. O. Ms. No. 2440 (Education Department) dated 15 July 1959 constituted the first board of Governors of the Regional Engineering College, Warangal, appointing Dr. D.S. Reddy (then Vice-Chancellor of Osmania University) as the chairman. The foundation stone for the college was laid by Pandit Jawaharlal Nehru on 10 October 1959 in Kazipet. The classes for the first batch of students in Civil, Electrical and Mechanical Engineering branches commenced on 12 September 1959 in temporary sheds erected in the Balasamudram area of Hanamkonda. Later temporary sheds were also erected in the Industrial Colony of Warangal for conducting lecture classes. Laboratory classes and workshop classes were conducted in the Government Polytechnic, Warangal in the initial stages.

### Additional Information

The conduction of classes on the premises of the permanent site in Kazipet commenced in January 1963. The bachelor's programme in Chemical Engineering was initiated in 1964. The following year saw the start of the Metallurgical Engineering programme. In 1971, the college started the undergraduate program in Electronics and Communication Engineering. BTech in Computer Science & Engineering was started in 1983 and MTech in Computer Science & Engineering in 1987. In 2006, the institute started a bachelor's program in Biotechnology.""",1989,814,94,13,918702462060,918702459547,www.nitw.ac.in,Telangana,128,0.7295659985788805
67d46f0f7ee10606e96d058f,"Sardar Vallabhbhai National Institute of Technology, Surat","Ichchhanath, Surat-395007, Gujarat","Phone: 9427472741, 02612201604Fax: 91-261-2227334Website: www.svnit.ac.in",vkp@med.svnit.ac.in,public,urban,"""## Sardar Vallabhbhai National Institute of Technology, Surat

### Overview

Sardar Vallabhbhai National Institute of Technology, Surat or National Institute of Technology, Surat (SVNIT or NIT, Surat), is a public technical university established by the Parliament of India in 1961. It is one of 31 National Institutes of Technology in India recognized by the Government of India as an Institute of National Importance. It is the Anchor Institute for the Auto and Engineering sector and will be training the workforce. The project is also designated as the Center of Excellence under Technical Education Quality Improvement Program in water resources and flood management and is supported by the World Bank. The institute organizes annual cultural and technical festivals: MindBend (technical festival) and Sparsh (cultural festival) that attract participants from all over the country and abroad. To serve the growing demand for trained quality technical manpower, the Government Of India established fourteen Regional Engineering Colleges (RECs) between 1959 and 1965, now known as NITs with campuses at Surat, Allahabad, Bhopal, Calicut, Durgapur, Kurukshetra, Jamshedpur, Jaipur, Nagpur, Rourkela, Srinagar, Surathkal, Tiruchirappalli, and Warangal.[citation needed] Under its former name, Sardar Vallabhbhai Regional College of Engineering and Technology, NIT Surat was established in June 1961 as a cooperative venture between the Government of India and the Government of Gujarat. The institute is named after India's first Home Minister, fondly known as the Ironman of India, honourable Sardar Vallabhbhai Patel. A review committee (HPRC) was set up by the Union Government in 1998 for the review of RECs. The HPRC, under the chairmanship of Dr. R.A. Mashelkar, submitted its report entitled Strategic Road Map for Academic Excellence of Future RECs in 1998.

### Additional Information

Following the recommendations of HPRC, in 2002, the Union Ministry of Human Resource Development, Government of India upgraded, the seventeen Regional Engineering Colleges (RECs) to National Institutes of Technology (NITs). On 4 December 2002 the institution was granted Deemed University status with the approval of the UGC/AICTE and was renamed Sardar Vallabhbhai National Institute of Technology.[citation needed] On 5 June 2007, the Parliament of India passed the National Institutes of Technology Act declaring it an Institute of National Importance which came into effect on Independence Day 2007.""",1948,260,15,51,9427472741,912612227334,www.svnit.ac.in,Gujarat,59,0.5903401146453634
67d46f0f7ee10606e96d0590,"Visvesvaraya National Institute of Technology, Nagpur","South Ambazari Road, Nagpur, Maharashtra, PIN - 440010","Phone: 91-712-2801365,2801241Fax: 0712-2223969, 2223230Website: www.vnit.ac.in",dr_acd@vnit.ac.in,public,urban,"""## Visvesvaraya National Institute of Technology, Nagpur

### Overview

Visvesvaraya National Institute of Technology Nagpur (VNIT) formally known as Visvesvaraya Regional College of Engineering (VRCE) is a public technical university located in the city of Nagpur, Maharashtra. Established in 1960, the institute is among 31 National Institutes of Technology (NITs) in the country. In 2007, the institute was conferred with the status of Institute of National Importance by the National Institutes of Technology, Science Education and Research Act, 2007 of the Parliament of India with all other NITs. Formerly known as Visvesvaraya Regional College of Engineering (VRCE), the institute is named in honour of an eminent engineer, planner and statesman Sir M. Visvesvaraya. The Institute awards Bachelor's, Master's and Doctorate degrees in engineering, technology, architecture, science and humanities. The institute's history can be traced back to 1947 when the Architecture Department was established by the Madhya Pradesh Government. Following the second five-year plan (1956–60) in India, several industrial projects were contemplated. The Regional Engineering Colleges (RECs) were established by the central government to mimic the IITs at a regional level and act as benchmarks for the other colleges in that state. For the Western region in the year 1960, the institute was established under the name Visvesvaraya Regional College of Engineering (VRCE). It was established under the scheme sponsored by Govt. of India and Govt. of Maharashtra. The college was started in June 1960 by amalgamating the State Govt. Engineering College functioning in Nagpur since July 1956. In the meeting held in October 1962, the governing board of the college resolved to name it after the eminent engineer, planner, and statesman of the country M. Visvesvaraya. The college started functioning in 1960 from a camp office in the premises of Government Polytechnic, Nagpur and subsequently, an area of about 214 acres was acquired to house an independent Regional Engineering College at its present location.

### Additional Information

The VNIT Nagpur campus is located in the western part of Nagpur city near Ambazari Lake, about 7 kilometres (4.3 mi) from Nagpur Railway Station and 8 kilometres (5.0 mi) from Dr. Babasaheb Ambedkar International Airport. There are three main entrances to the 225 acres (91 ha) campus: the Main Gate on South Ambazari Road, the Bajaj Nagar Gate and the Yashwant Nagar Gate.""",1946,514,35,15,917122801365,7122223969,www.vnit.ac.in,Maharashtra,178,0.6925976827167094
67d46f107ee10606e96d0591,"National Institute of Technology, Andhra Pradesh","Near National Highway No. 16, Kadakatla, Tadepalligudem – 534101, West Godavari District, Andhra Pradesh, India.",Phone: 08818-284700Fax: 08818-284705Website: www.nitandhra.ac.in,admissions@nitandhra.ac.in,public,urban,"""## National Institute of Technology, Andhra Pradesh

### Overview

The National Institute of Technology Andhra Pradesh (NIT-Andhra Pradesh or NIT-AP) is a public technical university and one of the National Institutes of Technology started by the Government of India and is situated at Tadepalligudem, West Godavari District, Andhra Pradesh State. It is recognised as an Institute of National Importance by the Government of India. NIT Andhra Pradesh was established in Tadepalligudem (TPG), state of Andhra Pradesh. The campus is located in Tadepalligudem, spread over an area of 178acres. The West Godavari district is extremely fertile, getting water abundantly throughout the Cotton barrage built on the Godavari River in City of Rajamundry and the district is popularly known as the Granary of India since about 50% of the state's rice production comes from the district. The campus is very well connected such that one of its entrances would be on NH16 and the other side of the campus will be connected into the core town area of Tadepalligudem. The campus is extremely well connected by road Rajamahendravaram-Eluru (NH 216A), by rail Howrah-Chennai main line and by air Rajahmundry Airport is 50 km away respectively. All the factors of the campus enhancing the development of infrastructure and would not take much much time to grow. NIT Andhra Pradesh started its academic & administrative activities from permanent campus from 1 January 2020. There is no transit or temporary campus. The campus is located at Tadepalligudem City of West Godavari district in Andhra Pradesh with an area of 176 acres. Around Rs. 400 crore has been granted by Government of India for the establishment of campus.

### Additional Information

CPWD took up the activity of construction of Academic, Hostel, Guest House and Admin buildings in Phase-I and completed few of them. NIT Tadepalligudem started its full operation at permanent campus from 1 January 2020. The location of NIT campus is the old airport area along with already existing airstrip. The antique airstrip is serving as 2 km, 8 line CC road passing in the campus, and any other campus in India possess such a wide CC road inside campus.""",1964,343,27,87,8818284700,8818284705,www.nitandhra.ac.in,Andhra Pradesh,138,0.683717006898082
67d46f107ee10606e96d0592,"Indian Institute of Engineering Science and Technology, Shibpur","Indian Institute of Engineering Science and Technology, Shibpur P.O. Botanic Garden, Howrah 711 103, INDIA",Phone: 03326684561Fax: 03326687575Website: www.iiests.ac.in,ugadmission@iiests.ac.in,public,urban,"""## Indian Institute of Engineering Science and Technology, Shibpur

### Overview

Indian Institute of Engineering Science and Technology, Shibpur(pronunciationⓘ) (abbr. IIEST Shibpur) is a public technological university located at Shibpur, Howrah, West Bengal, India. Founded in 1856, it is one of Institute of National Importance funded by Ministry of Education of Government of India. It is regulated by the Council of NITSER. It is the fourth oldest engineering institute in India. In October 2010 The union cabinet approved the proposal for the conversion of the Bengal Engineering and Science University (BESU) at Shibpur to India's first Indian Institute of Engineering Science and Technology (IIEST). IIEST is a member of the Association of Indian Universities. The university was founded as the Civil Engineering College on 24 November 1856, in Writers' Building, Calcutta (now Kolkata). The college was established as an independent entity in 1880 as Government College, Howrah, on the premises of Bishop's College in Shibpur, Howrah. In 1921, the name of the college was changed to Bengal Engineering College. B.E. College was previously affiliated to the University of Calcutta. At that time it contained only civil and mechanical engineering departments. Several other departments were created subsequently over the years, the last among them being that of Aerospace Engineering and Applied Mechanics in 2010. On recommendation of UGC Expert committee, institution got status of a Deemed University in 1992 by the Ministry of Human Resource Development, Government of India.In November 2003, the Government of India announced that the S K Joshi Committee would guide the selection of the five institutions to be the five new IITs.On 1 October 2004, the institution was conferred the status of a full-fledged State university. It was formally inaugurated as Bengal Engineering and Science University by A.

### Additional Information

P. J. Abdul Kalam, the President of India, on 13 July 2005. In October 2010 The union cabinet approved 2006 M.Anandakrishnan committee proposal for the conversion of the Bengal Engineering and Science University (BESU) at Shibpur to India's first Indian Institute of Engineering Science and Technology (IIEST), it will be an Institution of international standard and will produce quality manpower for the strategic sector of the country, research laboratories and quality teachers for the institutions of engineering and science education.""",1925,624,39,3,3326684561,3326687575,www.iiests.ac.in,West Bengal,150,0.6023813770095847
67d46f107ee10606e96d0593,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Morena Link Road, 474015, Gwalior, Madhya Pradesh","Phone: 91-751-2449720,2449704,2449813Fax: 91-2460313, 2449813Website: www.iiitm.ac.in",pankaj@iiitm.ac.in,public,urban,"""## Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior

### Overview

Atal Bihari Vajpayee Indian Institute of Information Technology and Management, also known as Indian Institute of Information Technology and Management, is an institute of national importance and premiere higher-education institute located in Gwalior, Madhya Pradesh, India. Established in 1997 by Government of India, MHRD (Presently Ministry of Education (India)). Initially started as IIITM, this institute was prefixed with ABV in 2002 to honour the then Prime Minister Atal Bihari Vajpayee. It is recognized as an Institute of National Importance as it has been established under The Indian Institute of Information Technology Act 2014. The institute is located on a 160-acre (0.65 km2) campus near Chena Fort. It is a residential campus as the faculty and its students live on campus. It houses several departmental blocks with academic block houses, lecture theatres, seminar halls, library, laboratories and faculty offices, administrative block, an open amphitheatre, indoor sports complex and the student hostels. There are three hostels for boys and one for girls. The campus has a variety of plants including those with medicinal properties. The institute initially operated from a temporary site in Institute of Technology and Science Gwalior and later shifted to its own facility. The college was initially equipped with a main reference library with a capacity of 24,000 books and a reading room adjacent to it, inside the academic block itself. Recently, the college has opened a large three-story central library adjacent to the academic block that has centralized air-conditioning and has a capacity of 80,000 books. Moreover, e-resources and online journals are maintained as part of a digital library to further facilitate the students and scholars in their quest for knowledge.

### Additional Information

The library subscribes to journals, periodicals, and magazines in the area of IT and management. The library has videotapes and video CDs for use by the students. The Ministry of Human Resource Development (MHRD) set up the Indian National Digital Library in Engineering Sciences and Technology (INDEST) consortium. This provides students with a collection of journals and industrial database like IEEE, EBSCO, CME, ABI/Inform complete, Association for Computing Machinery Digital Library, IEEE - IEEE/IET Electronic Library (IEL)|IEL Online, J-Gate Engineering and technology, ProQuest Science journals and Springer Verlag's link.""",2014,954,47,77,917512449720,912460313,www.iiitm.ac.in,Bihar,296,0.8575088723872326
67d46f107ee10606e96d0594,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","IIIT Kota, SPL-269, RIICO Industrial Area, Kuber Extension, Ranpur, Kota – 325003, Rajasthan","Phone: 0141-2715071,0141-2715075Fax: 0141-2529154Website: http://www.iiitkota.ac.in",admissions@iiitkota.ac.in,public,urban,"""## Indian Institute of Information Technology (IIIT)Kota, Rajasthan

### Overview

Indian Institutes of Information Technology (IIITs) are centrally funded technical institutes located across India. They are a group of 26 interdisciplinary technology-based-engineering research institutions in India which are focused on information technology. They are governed by the Indian Institutes of Information Technology Bill, 2014 which refers to them as Institutes of National Importance and lays down their powers, duties, and framework for governance as the country's premier institutions in the field of information technology. was introduced in the Lok Sabha. Five (5) Institutes of them are established, Fully funded and managed by the Ministry of Education (MOE), Gov. of India. The other 21 Institutions are set up on the public-private partnership (PPP) model, funded by the central government, state governments and industry partners in the ratio 50:35:15. Prior to 2014, the IIITs at Gwalior, Allahabad, Jabalpur, and Kancheepuram were set up by the Ministry of Human Resource Development (MHRD). In 2014, The Indian Institutes of Information Technology Bill, 2014 sought to grant the status of Institutes of National Importance (INI) upon the four IIITs. After much debate and changes, the bill was passed by the Parliament on 1 December 2014 and published as Indian Institutes of Information Technology Act, 2014 on 8 December 2014, coming into effect on 5 January 2015. In 2015, a fifth institute was set up by the MHRD in Kurnool, as part as the government obligation under the Andhra Pradesh Reorganisation Act, 2014. Indian Institutes of Information Technology (Amendment) Act, 2017 granted the INI status to the Kurnool institute. Besides the above fully government funded IIITs, in 2010 the Union Cabinet approved a scheme for setting up twenty more IIITs, based on the public-private partnership (PPP) model, funded by the central government, state governments and industry partners in the ratio 50:35:15.

### Additional Information

As of 2014, 23 proposals were made by 21 states (Andhra Pradesh (Chittoor & Kakinada), Assam, Bihar, Chhattisgarh, Goa, Gujarat, Haryana, Himachal Pradesh, Jharkhand, Karnataka, Kerala, Madhya Pradesh, Maharashtra (Pune & Nagpur), Manipur, Odisha, Punjab, Rajasthan, Tamil Nadu, Tripura, West Bengal, and Uttar Pradesh), and 16 proposals were approved (Andhra Pradesh (Chittoor&Kakinada), Assam, Gujarat, Haryana, Himachal Pradesh, Karnataka, Kerala, Madhya Pradesh, Rajasthan, Tamil Nadu, Maharashtra (Pune), Uttar Pradesh, West Bengal, Manipur, and Tripura).""",1939,300,20,47,1412715071,1412529154,http://www.iiitkota.ac.in,Rajasthan,162,0.3401382016870267
67d46f107ee10606e96d0595,Indian Institute of Information Technology Guwahati,"Bongora, Guwahati 781015",Phone: 03612801090Fax: Website: www.iiitg.ac.in/,admissions@iiitg.ac.in,public,urban,"""## Indian Institute of Information Technology Guwahati

### Overview

Indian Institute of Information Technology Guwahati (IIIT G) is one of the Indian Institutes of Information Technology (IIIT) located in Guwahati in the state of Assam in India. It was set up by the MHRD, Government of India in public-private partnership (PPP) mode. It was declared as an Institute of National Importance under the Indian Institutes of Information Technology (Public-Private Partnership) Act, 2017. On 18 March 2013, the Ministry of Human Resource Development, the Government of India introduced a bill in the Parliament to establish 20 new Indian Institute of Information Technology's in different parts of the Country. As per the bill, MHRD will establish the 20 new IIITs under the Public-Private Partnership (PPP) mode partnering with respective state governments and industry partners. The industry partners are Tata Consultancy Services, Oil India, Srei Infrastructure Finance, Assam Electronics Development Corp (Amtron), Novatium and Medhassu eSolutions. IIIT Guwahati was set up in 2013. The foundation stone for the present campus of IIIT Guwahati at Santola village of Bongora was unveiled in the presence of Hon'ble Prime Minister, Shri Narendra Modi. IIITG started operations in August 2013 in temporary premises within the Assam Textile Institute campus at Ambari, Guwahati. IIITG offers B.Tech. degree in computer science and engineering and electronics and communication engineering. Admission to all undergraduate programmes are on the basis of the All India Rank (AIR) in the Joint Entrance Examination (Main) (JEE- Main). From 2015 onwards students enrolled in the research Doctoral Programme (awarding a Ph.D.) after either completing a B.Tech. degree or an M.Tech. one. IIIT Guwahati has also started an MTech Programme for CSE and ECE graduates from 2018.

### Additional Information

IIIT Guwahati houses the following departments: IIIT, Guwahati was ranked 112 among all engineering colleges in India by the National Institutional Ranking Framework (NIRF) in 2022. The Institute shifted to its permanent campus on July 2, 2018. The campus is located on a 67-acre plot, 4 km from Lokpriya Gopinath Bordoloi International Airport, on the National Highway. A 9200 sqm Academic-cum-Administration building houses all the Institute's activities. Yuvaan is the annual technical, sports cum cultural extravaganza of IIITG.""",2009,303,67,86,3612801090,9026490084,www.iiitg.ac.in/,Assam,205,0.2627332384583836
67d46f107ee10606e96d0596,"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","WEBEL IT Park Campus, Near Buddha Park, P.O. Kalyani, Dist. Nadia - 741235, West Bengal",Phone: Fax: Website: www.iiitkalyani.ac.in,admission@iiitkalyani.ac.in,public,urban,"""## Indian Institute of Information Technology(IIIT) Kalyani, West Bengal

### Overview

Indian Institute of Information Technology, Kalyani (IIIT Kalyani) is an Indian Institute of Information Technology located at Kalyani, West Bengal and is one of the 31 IIIT'S set up by government of India. The institute was set up by the Government of India Ministry of Human Resource Development, Government of West Bengal and industry partners (Coal India and Rolta) using the not-for-profit Public Private Partnership (N-PPP) model, at a ratio of 50:35:15 respectively between three parties. Admission to IIIT Kalyani is done on the basis of the marks obtained in JEE Main. IIIT Kalyani has been attributed the status of Institute of National Importance (INI) by the cabinet in March 2017 under the IIIT Act. Virendra Kumar Tewari (Director, IIT Kharagpur) was the Mentor-Director for IIIT, Kalyani and IIT Kharagpur is the mentor institute. The classes started from the first week of July 2014 under the mentorship of IIEST Shibpur, from the temporary campus located at the campus of JIS College of Engineering. On 19 August 2014, the official inauguration of the institute was done by the former mentor director Ajoy Kumar Ray, the director of IIEST Shibpur. The mentorship was passed on to IIT Kharagpur in 2017 and the institute has since been operating from a transit campus at Webel IT Park. On 30 June 2015 Hon'ble Chief Minister, Mamata Banerjee laid the foundation stone of the Indian Institute of Information Technology (IIIT) campus in Kalyani. The campus is being built on 50 acres on Kalyani Expressway on the outskirts of Kalyani town. In October 2021 Board of Governors sanctioned ₹144 Crore for construction of new campus of the Institute.

### Additional Information

The institute is run by the Board of Governors of IIIT Kalyani whose members include the representatives of Government of India (MHRD), Government of West Bengal, industry partners and eminent people from academia, industry and civil society. Prof. Santanu Chattopadhyay has taken charge as the Director of the Institute on 16 December 2020. The academic structure of IIIT Kalyani exhibits the diversity, comprehensiveness and depth befitting an institution of its age and stature.""",1937,470,60,78,9834529339,4686099694,www.iiitkalyani.ac.in,West Bengal,112,0.9385813781799807
67d46f107ee10606e96d0597,"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Indian Institute of Information Technology (IIIT) Sonepat, SBIT Campus, Meerut Road, Pallri, Sonepat-131001",Phone: 0130-2987910Fax: Website: www.iiitsonepat.ac.in,dtripathi@iiitsonepat.ac.in,public,rural,"""## Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana

### Overview

Content not available. Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana is an educational institution with a rich history. The institution provides various academic programs for students. Faculty members at Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana are dedicated to academic excellence. The campus facilities support a variety of student activities. Students at Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana participate in numerous extracurricular programs. Research is an important component of education at Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana. The institution strives to maintain high academic standards. Graduates of Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana have contributed significantly to various fields. The curriculum is designed to prepare students for professional success. The institution maintains partnerships with various industry leaders. Academic resources at Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana support student learning and growth. Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana is an educational institution with a rich history. The institution provides various academic programs for students. Faculty members at Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana are dedicated to academic excellence. The campus facilities support a variety of student activities. Students at Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana participate in numerous extracurricular programs. Research is an important component of education at Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana. The institution strives to maintain high academic standards.

### Additional Information

Graduates of Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana have contributed significantly to various fields. The curriculum is designed to prepare students for professional success. The institution maintains partnerships with various industry leaders. Academic resources at Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana support student learning and growth. Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana is an educational institution with a rich history. The institution provides various academic programs for students.""",1988,109,40,25,1302987910,7370218625,www.iiitsonepat.ac.in,Haryana,102,0.7858773997457106
